id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
39747175,Comfy Studio in gothic wifi included,265193861,Joaquim,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38843,2.1811,Entire home/apt,52,32,0,,,47,365
39747206,Habitación 6 pax.,296515283,Vinicius,Eixample,la Dreta de l'Eixample,41.39455,2.17225,Shared room,500,1,0,,,4,223
39747362,Habitación 8 pax.,296515283,Vinicius,Eixample,la Dreta de l'Eixample,41.39455,2.17225,Shared room,500,1,0,,,4,223
39747433,Refugio hermoso en Barcelona,59140037,Maricarmen,Nou Barris,Porta,41.43508,2.17443,Private room,29,1,5,2020-02-06,1.46,1,179
39747728,"Comfy Studio in Born bills included, grea location",265193861,Joaquim,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.3872,2.18052,Entire home/apt,52,32,1,2020-02-09,1,47,325
39748012,Small room in downtown with double bed,279402135,Raja,Ciutat Vella,el Raval,41.37634,2.16648,Private room,40,1,32,2020-02-15,9.06,2,302
39749632,"CONSELL DE CENT /Rambla Catalunya, TOP LOCATION",291259015,Jon,Eixample,la Dreta de l'Eixample,41.38936,2.16322,Entire home/apt,175,1,1,2019-12-26,0.57,5,191
39749659,PROVENÇA APT - One bedroom - TOP location,291259015,Jon,Eixample,l'Antiga Esquerra de l'Eixample,41.39117,2.15636,Entire home/apt,130,1,2,2020-01-07,1.28,5,226
39752815,CityCenter MACBA+,1363244,David,Ciutat Vella,el Raval,41.38076,2.16535,Private room,45,31,0,,,5,0
39753250,Sunny & Comfy Bedroom w/Balcony near Avenida Gaudí,305505425,Pedro Arturo,Horta-Guinardó,el Baix Guinardó,41.40929,2.16979,Private room,79,3,0,,,2,89
39753264,Bel appartement au centre de Barcelone,305539657,Alquiler,Sants-Montjuïc,Hostafrancs,41.37552,2.14483,Entire home/apt,180,2,4,2020-02-09,2.61,1,340
39753694,Habitación pleno centro Barcelona,78703395,Alvaro,Eixample,Sant Antoni,41.38105,2.15958,Private room,28,2,4,2019-12-23,1.30,2,268
39754613,Cozy Double room near Modernist Hospital Sant Pau,305505425,Pedro Arturo,Horta-Guinardó,el Baix Guinardó,41.41136,2.1699,Private room,79,2,0,,,2,89
39763099,YOUR ROOM IN BARCELONA /TU HABITACIÓN EN BARCELONA,5525942,Ladi & Ale,Sants-Montjuïc,el Poble Sec,41.3715,2.16165,Private room,40,1,2,2020-01-24,1.33,2,94
39763749,"PRIVATE ROOM NEAR LAS RAMBLAS, CITY CENTER",305642979,Villy,Ciutat Vella,el Raval,41.38302,2.17005,Private room,42,2,16,2020-02-01,4.53,1,326
39763908,Budget  Sunny Room for 4 guests **Great Location**,305645558,Pier,Ciutat Vella,el Raval,41.37652,2.16875,Private room,35,1,2,2019-12-25,0.56,4,164
39764423,Your BEACH HOME in Barcelona - 1 min away (3pax),183513865,Juanjo,Ciutat Vella,la Barceloneta,41.38152,2.19064,Private room,150,1,0,,,2,7
39765038,Centric and quiet double room in Sagrada Familia,72681449,Rosa,Eixample,la Sagrada Família,41.40221,2.17632,Private room,45,2,0,,,1,171
39765969,Your BEACH HOME in Barcelona - 1 min away (2pax),183513865,Juanjo,Ciutat Vella,la Barceloneta,41.38277,2.19195,Private room,100,1,0,,,2,0
39766198,"Cozy space, comfy bed, heating, AC, Netflix",305660746,Peter,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38374,2.18161,Private room,100,3,2,2019-11-18,0.61,1,364
39769076,o41 NICE 2 BEDROOM APARTMENT CLOSE TO LAS RAMBLAS!,1447144,Acomodis Apartments,Ciutat Vella,el Barri Gòtic,41.37998,2.17626,Entire home/apt,90,1,0,,,132,365
39770429,Amazing modern apartment near La Sagrada Familia,305677662,Happy,Sant Martí,el Camp de l'Arpa del Clot,41.41163,2.18091,Entire home/apt,300,2,0,,,3,363
39771452,Eco & art-friendly room near Park Güell with views,204208220,Anna,Sarrià-Sant Gervasi,el Putxet i el Farró,41.41007,2.14326,Private room,50,30,0,,,1,0
39773465,Sunny room for ONE person in the BEST location!!,305453169,Sebast,Ciutat Vella,el Barri Gòtic,41.38048,2.17949,Private room,27,2,0,,,3,318
39773473,"Habitación+  privada junto ""Park Guell"" Barcelona.",215270005,Natalia,Gràcia,el Coll,41.41637,2.14726,Private room,150,1,2,2019-11-29,0.65,1,0
39773554,Acogedora Habitación cercana a la Sagrada Familia,305738338,Ana,Eixample,la Sagrada Família,41.41007,2.17632,Private room,22,1,3,2019-12-08,0.86,1,75
39775392,Double bedroom with private bathroom in el Born,6906477,Mireia,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38956,2.17817,Private room,55,1,3,2020-01-02,1.15,1,169
39775431,Alquiler de habitación individual en Sants.,305322367,Verónica,Sants-Montjuïc,Sants - Badal,41.37341,2.12587,Private room,15,32,0,,,2,365
39777639,"Bonito y Centrico! Plaza Cataluña 1min/Catedral 4""",305769219,Yanina,Sants-Montjuïc,el Poble Sec,41.3742,2.15711,Entire home/apt,120,30,1,2019-12-16,0.48,1,174
39783480,ESPACIO INDEPENDIENTE BARCELONA CENTRO,60022177,Jamila,Eixample,Sant Antoni,41.3766,2.1563,Entire home/apt,100,2,1,2019-11-30,0.38,2,295
39785659,Double room w/ priv. bath in front Barcelona Beach,128405403,Jorge,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,41.40103,2.2089,Private room,69,3,0,,,1,52
39786205,"Gothic Triple Room 3 min from Rambla, best area",305126882,Amo,Ciutat Vella,el Barri Gòtic,41.38054,2.17546,Private room,100,3,5,2020-01-26,1.65,2,83
39786496,2 Big rooms with balcony in Gothic 1 min rambla,305126882,Amo,Ciutat Vella,el Barri Gòtic,41.38264,2.17524,Private room,180,3,3,2020-01-31,1.27,2,343
39786730,LUMINOUS ROOM FOR 4 GUESTS W/BALCONY- ext1 OB,305435441,Noe,Ciutat Vella,el Barri Gòtic,41.37883,2.17653,Private room,120,1,3,2020-01-19,0.99,13,86
39787875,"Vivienda urbana, moderna y acogedora en Sants",81467689,Raquel,Sants-Montjuïc,Sants,41.38118,2.13897,Private room,50,1,2,2019-11-23,0.65,1,84
39787975,BEAUTIFUL AND LUMINOUS SUITE FOR 4 GUESTS -TE,305435441,Noe,Eixample,el Fort Pienc,41.39636,2.17876,Private room,134,1,5,2020-01-04,1.49,13,59
39790142,Habitación privada con baño propio,305871088,Gaston,Eixample,la Dreta de l'Eixample,41.39043,2.16171,Private room,35,1,1,2019-11-07,0.29,1,89
39790521,Bright and confortable room Barcelona CENTER!!,305873019,Jake,Sants-Montjuïc,Hostafrancs,41.37324,2.14244,Private room,32,2,0,,,2,267
39791562,chs1234b LARGE GROUPFLAT RAMBLAS - FIRA BARCELONA!,1447144,Acomodis Apartments,Sants-Montjuïc,el Poble Sec,41.37365,2.16801,Entire home/apt,420,1,0,,,132,352
39791772,Budget Room for 3 guests **Great Location**,305645558,Pier,Ciutat Vella,el Raval,41.37736,2.17078,Private room,35,1,5,2020-01-28,1.95,4,168
39795097,Double-Room In Central BCN,305648033,Zurita,Ciutat Vella,el Raval,41.38025,2.17305,Private room,17,4,0,,,1,65
39796110,"Habitación individual en piso compartido, terraza",7494137,Lupe,Nou Barris,el Turó de la Peira,41.43106,2.16578,Private room,39,2,0,,,1,365
39796398,Habitación confortable y calida.,286125577,Gabriela,Gràcia,la Vila de Gràcia,41.40241,2.15475,Private room,19,5,4,2020-02-04,1.35,2,299
39797120,the House of the Sun with Sagrada Familia view!,14156513,Svea,Eixample,la Sagrada Família,41.40449,2.17687,Private room,40,3,17,2020-02-13,7.08,1,16
39799310,COSY ONE BEDROOM APARTMENT IN EL BORN,306021893,Barry,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38973,2.17935,Entire home/apt,60,32,1,2020-01-12,0.83,1,165
39799911,Cute room with terrace and breakfast in La Rambla,126860595,Emma,Ciutat Vella,el Barri Gòtic,41.37753,2.17703,Private room,75,1,7,2020-01-07,2.96,1,147
39801638,Private apartment,225817220,Roy,Eixample,la Dreta de l'Eixample,41.39138,2.16272,Entire home/apt,65,1,0,,,3,145
39806918,"BCN CENTER, up to 8!",5608910,BcnBookings,Eixample,la Dreta de l'Eixample,41.39103,2.17353,Entire home/apt,475,2,0,,,12,84
39808860,Big Suite Bedroom w/ private balcony P Universitat,286554294,Clara,Eixample,Sant Antoni,41.38384,2.16215,Private room,35,3,0,,,3,10
39809118,Beautiful Apartment At gothic quarter.,125250242,Doris,Ciutat Vella,el Barri Gòtic,41.38275,2.17507,Entire home/apt,37,4,3,2020-01-03,0.93,4,176
39810009,Habitacion a lado de la playa,306146212,Yezid,Ciutat Vella,la Barceloneta,41.37721,2.18797,Private room,45,31,0,,,1,0
39810120,Piso en Sant Gervasi,306146155,Vilchez Jimmy,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,41.40988,2.12703,Entire home/apt,352,3,0,,,1,90
39810290,"The best room in the best place.
Room Born",306153852,Maria,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38583,2.17931,Private room,25,1,1,2019-11-12,0.31,1,11
39811448,pdo6 ACOMODIS APARTMENTS RIGHT IN THE GOTHIC AREA!,1447144,Acomodis Apartments,Ciutat Vella,el Barri Gòtic,41.38264,2.17954,Entire home/apt,90,1,0,,,132,355
39812377,Apartment with terrace near Park Guel,43670970,Dian,Gràcia,el Coll,41.41704,2.14762,Private room,39,30,0,,,1,0
39814935,Vive BCN,306294339,Saul,Sant Martí,el Parc i la Llacuna del Poblenou,41.39238,2.18678,Private room,50,1,1,2019-11-06,0.29,1,0
39815549,PERFECT ROOM FOR 4 GUESTS W/BALCONY- OB EXT2,305435441,Noe,Ciutat Vella,el Barri Gòtic,41.37835,2.17769,Private room,120,1,5,2020-01-03,1.79,13,348
39817705,Enjoy BCN Modern private floor next metro with A/C,305678597,Maria,Horta-Guinardó,el Carmel,41.4256,2.1532,Entire home/apt,75,2,1,2019-11-26,0.36,1,89
39819686,Rent private room for holidays,194168117,Lal,Nou Barris,Vilapicina i la Torre Llobeta,41.42903,2.17834,Private room,45,7,0,,,1,364
39820826,Double room with terrace and Sagrada Familia view,306357457,Mar,Eixample,la Dreta de l'Eixample,41.39682,2.17753,Private room,55,2,8,2020-01-27,2.61,2,231
39821353,Cozy double room near the Sagrada Familia,306357457,Mar,Eixample,el Fort Pienc,41.39785,2.17635,Private room,45,2,10,2020-01-28,3.45,2,241
39827193,Beautiful room in a modern apartment,23101889,Chiara,Eixample,el Fort Pienc,41.39917,2.18001,Private room,110,2,0,,,1,179
39828227,PISO CON VISTA A SANTA MARIA DEL MAR,37965268,Federica,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38344,2.18143,Entire home/apt,53,32,0,,,1,225
39832010,Céntrico y acogedor apartamento,301610993,Pol & Alvaro,Eixample,la Dreta de l'Eixample,41.3965,2.17557,Entire home/apt,450,1,3,2020-01-20,2.09,18,312
39832976,Single & budget bedroom (City Center of Barcelona),199972434,Enrique,Eixample,la Nova Esquerra de l'Eixample,41.37977,2.15297,Private room,21,2,7,2020-01-04,2.28,6,322
39834058,Habitación privada cerca de la Sagrada Familia,80536835,Ines,Sant Martí,el Camp de l'Arpa del Clot,41.41121,2.18354,Private room,20,2,1,2019-12-29,0.60,2,151
39834829,Apartamento céntrico reformado,301610993,Pol & Alvaro,Eixample,la Dreta de l'Eixample,41.39605,2.17636,Entire home/apt,50,1,2,2020-01-27,2,18,315
39836266,Bright private room with AC/heating/WC/gallery,3328813,Alex,Eixample,Sant Antoni,41.37736,2.15638,Private room,50,3,15,2020-02-07,4.46,7,7
39836355,Habitación grande en piso compartido 4.,306508900,Hingrid,Eixample,Sant Antoni,41.37817,2.15978,Private room,25,1,0,,,2,169
39837768,Pequeña Habitación privada en piso compartido 3,306508900,Hingrid,Eixample,Sant Antoni,41.37802,2.15884,Private room,20,1,3,2020-01-10,1.84,2,167
39839783,Leilighet i Barcelona-Bolig og arbeidssted,145413,Nina,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38336,2.18118,Entire home/apt,49,30,0,,,1,174
39841209,Cosy and full equiped flat in Barcelona Gracia,306588818,Caro,Gràcia,la Vila de Gràcia,41.40199,2.15716,Private room,195,5,1,2020-01-03,0.67,1,58
39842180,NICE DOUBLE ROOM W/Balcony in the center - OB,305435441,Noe,Ciutat Vella,el Barri Gòtic,41.37872,2.17668,Private room,30,1,5,2020-01-04,1.52,13,57
39842427,Beautiful spacious quiet apartment very central,306593673,Andres,Ciutat Vella,el Raval,41.38052,2.17276,Entire home/apt,180,3,0,,,1,200
39843503,ROOM PRINCESSE WHIT TERRACE!,288653893,Massimiliano,Eixample,la Nova Esquerra de l'Eixample,41.38299,2.15659,Private room,60,3,0,,,1,365
39852429,Centric Eixample apartment Arc de Triomf,305531645,Pep,Eixample,el Fort Pienc,41.39387,2.18047,Entire home/apt,259,4,3,2020-01-03,1.41,1,207
39853179,Georgeous loft Poblenou,63048416,Carla,Sant Martí,el Parc i la Llacuna del Poblenou,41.39759,2.19379,Entire home/apt,57,32,0,,,30,365
39853460,Beautiful apartment Sagrada Familia,63048416,Carla,Eixample,la Dreta de l'Eixample,41.40193,2.17053,Entire home/apt,62,32,0,,,30,137
39854338,BARCELONA CON LA MEJOR COMPAÑÍA LOCAL! :),306726398,Eudi,Nou Barris,Porta,41.43114,2.18013,Private room,35,31,0,,,1,180
39854407,COMFORTABLE DOUBLE ROOM W/BALCONY -ARI,305435441,Noe,Eixample,l'Antiga Esquerra de l'Eixample,41.3895,2.15788,Private room,25,1,3,2020-01-01,1.27,13,71
39854527,Double Room close to La Rambla,142161328,Flavia,Ciutat Vella,el Raval,41.37613,2.17103,Private room,42,1,0,,,1,0
39854824,spacious PRIVATE ROOM in center of Barcelona,306748006,Tony,Sants-Montjuïc,el Poble Sec,41.3735,2.16714,Private room,31,2,0,,,1,149
39855414,Espacio cerca del centro a 20 metros del metro,71214260,Andres,Sants-Montjuïc,Hostafrancs,41.37596,2.14306,Entire home/apt,80,1,3,2020-01-25,1.91,2,338
39855727,Sagrada Familia MIMOSA,280563230,Cisco,Eixample,la Sagrada Família,41.40532,2.17155,Entire home/apt,65,3,0,,,19,312
39855918,Bonita habitación privada en Barcelona,34033160,Victoria,Sants-Montjuïc,el Poble Sec,41.37145,2.1642,Private room,22,1,1,2020-01-02,0.65,1,82
39857077,Habitación al lado de una parada de metro,306827496,Albert,Sant Andreu,Sant Andreu,41.43516,2.19279,Private room,50,1,0,,,1,0
39857273,Precioso Atico en el centro del Eixample,75620994,Sabrina,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,41.39529,2.14841,Entire home/apt,150,30,0,,,12,50
39857949,P2 Estudio nuevo con TV al lado del metro de Badal,267312990,Valen,Sants-Montjuïc,Sants - Badal,41.374,2.12578,Entire home/apt,30,30,1,2020-01-02,0.65,2,338
39858330,"New ground floor of 30m2, kitchen&private bathroom",267312990,Valen,Sants-Montjuïc,Sants - Badal,41.37402,2.12408,Entire home/apt,39,30,0,,,2,146
39859583,Plaça España. Площадь Испании. Monjuïc.,226241876,Mari,Sants-Montjuïc,la Font de la Guatlla,41.37032,2.14423,Private room,30,2,5,2020-02-16,2.21,1,151
39859740,LOFT of 20m2 next to the subway!Kitchen & new bath,187494825,Gerard,Horta-Guinardó,el Carmel,41.42686,2.15665,Private room,33,1,4,2020-01-30,1.28,4,259
39860112,Double room with private bathroom in Barcelona,65179566,Ana,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,41.40066,2.14629,Private room,50,1,0,,,1,88
39860193,Habitación doble en Sagrada Familia,30586084,Maria,Sant Martí,el Camp de l'Arpa del Clot,41.41073,2.17726,Private room,25,1,0,,,3,8
39860205,Apartamento Sagrada Familia,241431385,Carla,Eixample,la Dreta de l'Eixample,41.40144,2.16909,Entire home/apt,62,32,0,,,33,157
39860966,*Habitación doble muy bonita en SAGRADA FAMILIA*,306609653,Paola,Eixample,la Sagrada Família,41.40703,2.17366,Private room,46,1,6,2020-02-02,1.96,1,333
39862403,153 - AB Casanova Apartment - Beautiful 1-bedroom Apartment with a Balcony near the city center,4459553,Eva&Jack,Eixample,Sant Antoni,41.3825,2.16096,Entire home/apt,400,3,1,2020-01-13,0.86,152,309
39862405,728 - AB Garcia Faria I Apartment - Magnificent apartment with a terrace and swimming pool in Diagonal Mar,4459553,Eva&Jack,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,41.40546,2.21528,Entire home/apt,1200,3,4,2020-01-25,2.31,152,318
39863843,"nap4 IDEAL QUIET ""ACOMODIS"" APARTMENT SAFE AREA!!",1447144,Acomodis Apartments,Eixample,el Fort Pienc,41.39619,2.17826,Entire home/apt,90,1,0,,,132,259
39865198,Best loft Sagrada Familia,241431385,Carla,Gràcia,el Camp d'en Grassot i Gràcia Nova,41.40239,2.16822,Entire home/apt,72,32,0,,,33,365
39865349,Habitación individual en una zona tranquila,306984796,Javier,Sants-Montjuïc,Sants - Badal,41.37517,2.12413,Private room,25,1,0,,,1,0
39865509,nap3 IDEAL FOR 3 NICE COUPLES IN L'EIXAMPLE DRET!,1447144,Acomodis Apartments,Eixample,el Fort Pienc,41.39845,2.17599,Entire home/apt,90,1,0,,,132,289
39865525,Nice loft with terrace Sagrada Familia,63048416,Carla,Gràcia,el Camp d'en Grassot i Gràcia Nova,41.40232,2.16893,Entire home/apt,72,32,0,,,30,365
39865854,Bonita y acogedora habitación con balcón privado.,306989067,Cavannos,Ciutat Vella,el Barri Gòtic,41.37936,2.17678,Private room,65,1,0,,,1,0
39867530,Habitación de lujo con baño privado en centro,10531070,Julia,Eixample,la Nova Esquerra de l'Eixample,41.38085,2.15568,Private room,25,1,10,2020-01-25,3.09,51,311
39869964,Nice room with private bathroom at Sagrada Familia,75740659,Fran,Eixample,la Sagrada Família,41.40602,2.1742,Private room,50,2,1,2020-02-03,1,1,87
39876305,Room for rent at the center of Barcelona room 1,171317914,Mila,Ciutat Vella,el Raval,41.37711,2.1689,Private room,30,2,0,,,4,0
39877328,Private room in beautiful house in Barcelona.,307094082,Julien,Les Corts,la Maternitat i Sant Ramon,41.37613,2.11489,Private room,35,1,0,,,1,90
39877397,Room for rent at the center of Barcelona room 2,171317914,Mila,Ciutat Vella,el Raval,41.37822,2.16731,Private room,30,2,2,2020-01-15,1.36,4,0
39878826,Amplia y luminosa habitación con balcón privado,307104236,Paquita,Eixample,el Fort Pienc,41.39714,2.17915,Private room,20,45,1,2020-02-14,1,3,193
39878957,"Habitación en pleno centro, para largas estancias",307104236,Paquita,Eixample,el Fort Pienc,41.39557,2.17894,Private room,17,45,1,2020-01-31,1,3,0
39880608,Your Place in Las Ramblas,297883083,Any,Ciutat Vella,el Barri Gòtic,41.38133,2.17414,Private room,67,4,0,,,1,268
39880908,Sunny Double room in Eixample Derecho,3716721,Luciana,Eixample,la Dreta de l'Eixample,41.3947,2.1721,Private room,40,2,0,,,1,0
39886616,"MONTHLY RENT Central Designer Studio, 2 Balconies",9529012,Kim,Ciutat Vella,el Raval,41.37928,2.17099,Entire home/apt,35,32,1,2020-01-19,1,2,198
39886782,Beautiful room in the heart of Barcelona,307163933,Prissa,Ciutat Vella,el Raval,41.38379,2.16774,Private room,77,2,5,2020-01-23,1.90,4,357
39887708,"Amplio piso, 3 habitaciones dobles.",60877366,Francisco,Les Corts,les Corts,41.38521,2.12963,Entire home/apt,75,32,0,,,1,329
39887710,Spacious room in the heart of Barcelona,307163933,Prissa,Ciutat Vella,el Raval,41.38175,2.16786,Private room,77,2,6,2020-01-25,2.81,4,361
39887884,Cozy room in the heart of Barcelona,307163933,Prissa,Ciutat Vella,el Raval,41.38317,2.1691,Private room,57,2,1,2019-12-22,0.53,4,362
39888023,Room in the heart of Barcelona,307163933,Prissa,Ciutat Vella,el Raval,41.38226,2.16962,Private room,67,2,3,2020-01-12,1.61,4,361
39889138,Best Room BCN center,2161867,Omar,Eixample,la Nova Esquerra de l'Eixample,41.37922,2.15418,Private room,70,3,2,2020-02-04,2,2,23
39889488,Near las ramblas very central in Barcelona,306967337,Julian,Eixample,Sant Antoni,41.37854,2.16038,Private room,45,1,0,,,1,106
39889761,Happy House - Modern Double Room,242611486,Vlad,Sant Andreu,Navas,41.41847,2.18756,Private room,39,1,14,2020-02-04,4.24,2,327
39890218,Comfort Double Room in the Heart of the City,307189353,Simo&Fede,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38553,2.1776,Private room,40,1,7,2020-02-06,2.53,1,203
39890235,Budget Room for 4 guests *Two minutes to La Rambla,305645558,Pier,Ciutat Vella,el Raval,41.37987,2.17141,Private room,29,1,11,2020-01-29,3.59,4,195
39890925,Big bright room in Moder apartment (min 32 nights),307194700,Tom,Ciutat Vella,el Raval,41.37544,2.1713,Private room,50,33,0,,,1,109
39891110,GOTICO area SUNNY & DESIGN  near Marina& BORN,115346751,Isa & Gus,Ciutat Vella,el Barri Gòtic,41.38238,2.17632,Entire home/apt,150,3,3,2020-02-03,3,1,139
39892783,room very central never las ramblas in barcelona,307208816,Felipe,Sants-Montjuïc,el Poble Sec,41.37478,2.17298,Private room,28,2,1,2019-12-13,0.45,1,168
39893302,"House in the woods, one step away from Barcelona",307212514,Montoya,Sarrià-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",41.42249,2.08552,Private room,80,31,0,,,1,179
39893303,Double room in the Heart of Barcelona,273023357,Daniela,Eixample,Sant Antoni,41.38019,2.15765,Private room,80,1,5,2020-02-14,5,4,15
39894266,Plaça España.,307125720,Денис,Sants-Montjuïc,la Font de la Guatlla,41.36976,2.14481,Private room,30,2,0,,,1,77
39894836,Cool and funky flat in hipster raval . Central !,10783346,Daniel,Ciutat Vella,el Raval,41.38378,2.16433,Private room,75,2,1,2020-01-01,0.64,1,117
39901361,Lux suite in Gracia . Near Ramble Catalanya,128351863,Lola,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,41.39806,2.1535,Private room,39,1,5,2020-01-12,1.63,6,148
39901719,Huge Private Double Room with balcony in Rambla!,307348965,Vicente,Ciutat Vella,el Barri Gòtic,41.38081,2.17418,Private room,120,3,4,2019-12-21,1.24,3,339
39901902,Beautiful big room 2 u with balcony Rambla,307348965,Vicente,Ciutat Vella,el Barri Gòtic,41.37969,2.17493,Private room,120,3,2,2020-01-31,1.09,3,79
39904630,Budget Sunny Room ***Two minutes to La Rambla***,305645558,Pier,Ciutat Vella,el Raval,41.3797,2.17173,Private room,20,1,9,2020-02-04,3.86,4,212
39906429,City Center Suite Born District,34458047,Paolo,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38289,2.18218,Private room,100,5,0,,,1,358
39906619,"APARTMENT, private bathroom & balcony next metro",87452498,Santi,Sants-Montjuïc,Sants - Badal,41.37552,2.12363,Entire home/apt,39,30,0,,,1,351
39907960,Luxury and big apartment. Renovated.,3039107,Manuel,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,41.40395,2.13459,Entire home/apt,70,86,0,,,38,365
39908401,Dormitorio 2 personas en apartamento tranquilo,261933756,Alguera Napols,Eixample,la Dreta de l'Eixample,41.3958,2.17627,Private room,20,32,1,2020-01-02,0.65,10,106
39908898,Precioso apartamento  en el barrio del Borne,256930974,Claudia,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38811,2.1772,Entire home/apt,70,32,0,,,8,136
39909653,"FEBRUARY IN BARCELONA ""ACOMODIS"" EXPERIENCE GOTHIC",1447144,Acomodis Apartments,Ciutat Vella,el Barri Gòtic,41.3811,2.17971,Entire home/apt,90,3,0,,,132,16
39911198,Rooms Barcelona center,307531536,Williams,Eixample,el Fort Pienc,41.39639,2.18488,Private room,85,3,0,,,1,166
39911391,"Habt. En el Vall d'Hebron 
Barcelona",278838541,Mmmmm,Horta-Guinardó,Sant Genís dels Agudells,41.42477,2.1394,Private room,25,1,0,,,1,365
39912485,A little piece of Heaven - minutes to the beach,1329232,Iulia,Sants-Montjuïc,el Poble Sec,41.37245,2.16424,Private room,40,30,0,,,1,364
39914332,Apartamento - 7 personas,225794381,Iulian,Eixample,Sant Antoni,41.37917,2.15793,Entire home/apt,150,3,0,,,4,53
39914443,Provença Buena Onda,307570824,Axel,Eixample,l'Antiga Esquerra de l'Eixample,41.39294,2.15477,Private room,48,2,0,,,1,0
39915343,Room with terrace.,307576942,Maury,Eixample,Sant Antoni,41.38402,2.16181,Private room,51,1,2,2020-01-27,1.28,1,355
39917202,Double Room with the Best Views in Barcelona,174369968,Carolina,Sant Andreu,el Congrés i els Indians,41.42682,2.18049,Private room,32,3,0,,,1,0
39919028,Habitación doble cerca de la playa,307606763,Lucas,Sant Martí,el Besòs i el Maresme,41.41639,2.21535,Private room,50,1,0,,,1,0
39920152,MODERN ROOM W/ PRIVATE BATHROOM IN SAGRADA FAMILIA,34218283,Raúl,Eixample,la Sagrada Família,41.4037,2.17668,Private room,150,1,27,2020-02-14,8.71,2,57
39928447,Perfect Location & Cozy Single Room next Ramblas,4846938,Lu,Ciutat Vella,el Raval,41.38435,2.16916,Private room,25,2,5,2020-01-30,1.95,1,217
39930263,Well communicated flat for a family,247485625,Inma,Sants-Montjuïc,la Marina de Port,41.3653,2.13995,Private room,60,4,0,,,3,18
39932543,Atypical enlightened house,307783827,Madriss,Sant Martí,Sant Martí de Provençals,41.4171,2.19438,Private room,30,1,0,,,1,0
39932944,Nice Flat Guinardo Barcelona,49896352,Eva,Horta-Guinardó,el Guinardó,41.41676,2.17055,Entire home/apt,60,30,0,,,9,90
39933867,Single quiet room next to Sagrada Familia,1677199,Hana,Eixample,la Sagrada Família,41.40528,2.17364,Private room,20,30,2,2020-02-09,1.25,2,29
39933948,Nice Apartment Gothic,63048416,Carla,Ciutat Vella,el Barri Gòtic,41.38015,2.17726,Entire home/apt,52,32,0,,,30,166
39934267,5 PEOPLE EXTRA LARGE PRIVATE ROOM CENTER BARCELONA,193223361,Clau Y Jose,Eixample,la Dreta de l'Eixample,41.39508,2.17085,Private room,26,3,2,2019-12-23,0.87,4,2
39934366,Nice Apartment Gothic2,63048416,Carla,Ciutat Vella,el Barri Gòtic,41.38013,2.17677,Entire home/apt,50,32,0,,,30,336
39936164,1. Room in the city center near Sagrada Familia.,307822712,Julia,Eixample,el Fort Pienc,41.40058,2.18202,Private room,50,1,30,2020-02-09,9.68,4,74
39938718,Cozy room in El Raval next to MACBA,244318721,Jan Hendrik,Ciutat Vella,el Raval,41.3815,2.16623,Private room,22,3,3,2019-12-11,0.97,1,45
39938752,Sunny Room double,68403128,Maria,Eixample,l'Antiga Esquerra de l'Eixample,41.38842,2.15894,Private room,45,3,1,2020-02-10,1,1,81
39939228,Cozy tiny Room in Arc del Triomf!!,4260395,Fabrizzio'S Petit Barcelona,Eixample,el Fort Pienc,41.39696,2.17776,Private room,28,8,1,2020-01-02,0.65,4,80
39939948,UNIQUE lovely apartment in Gothic Quarter,241009438,Alex,Ciutat Vella,el Barri Gòtic,41.38108,2.17807,Entire home/apt,45,32,0,,,2,100
39940188,"Living like Gaudi, in the heart of Barcelona!",9439719,Casa Valeta,Eixample,la Dreta de l'Eixample,41.39687,2.16226,Entire home/apt,175,3,2,2019-12-08,0.79,2,17
39943616,Housem FL,307900596,Guest House,Sant Martí,el Parc i la Llacuna del Poblenou,41.39845,2.18937,Private room,48,1,1,2019-12-06,0.41,1,15
39944645,Bonita habitación en Arc de Triomf,307906861,Alex,Eixample,el Fort Pienc,41.3942,2.18185,Private room,60,1,0,,,1,0
39944955,Cálido apartamento de dos dormitorios en la Playa,306713860,Silvia,Ciutat Vella,la Barceloneta,41.37763,2.19059,Entire home/apt,45,30,0,,,1,303
